axis,left_entry,right_entry,left_value,right_value,fixed_coordinate_1,fixed_coordinate_2,delta_ms,Delta_ms,b_s_mm2,correlation
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,1500.0,0.22780206028327313
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,2000.0,0.030150662815134243
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,2500.0,-0.1386724045861793
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,3000.0,-0.20568715202039564
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,3500.0,-0.17456927108456455
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,4000.0,-0.038874892574214906
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,4500.0,0.20376576149477613
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,5000.0,0.492318993619412
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,5500.0,0.7259490674841913
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,6000.0,0.8493726916845743
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,6500.0,0.8652475989984999
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,7000.0,0.8147543680399089
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,7500.0,0.7472131325476555
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,8000.0,0.6904399898922203
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,8500.0,0.6495039717186312
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,9000.0,0.6198810209811481
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,9500.0,0.5970910368501048
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,10000.0,0.5796373320790523
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,10500.0,0.5680646486618257
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,11000.0,0.5626096899204367
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,11500.0,0.5600348446046752
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,12000.0,0.5505142098187596
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,0.0,
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,500.0,0.8459353126653
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,1000.0,0.534035078631898
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,1500.0,0.3289688406321104
